rank,finalWorth,category,personName,age,country,gender,source,status
982,3000,Real Estate,Chan Tan Ching-fen,,Hong Kong,F,Real estate,D
982,3000,Fashion & Retail,Todd Christopher,60,United States,M,Hair care products,E
982,3000,Real Estate,Mang Yee Chu & family,63,China,M,Real estate,D
982,3000,Finance & Investments,"William Conway, Jr.",73,United States,M,Private equity,D
982,3000,Fashion & Retail,Jean Coutu & family,95,Canada,M,Drugstores,D
982,3000,Automotive,Catheline Perier D'Ieteren,78,,F,"Auto parts, distribution",N
982,3000,Real Estate,"Edward DeBartolo, Jr.",76,United States,M,Shopping centers,U
982,3000,Finance & Investments,Stephen Deckoff,57,United States,M,Private equity,N
982,3000,Metals & Mining,Feng Hailiang,62,China,M,"Copper, education",U
982,3000,Automotive,"Ernest Garcia, II.",65,United States,M,Used cars,D
982,3000,Food & Beverage,Sam Goi,76,Singapore,M,Frozen foods,U
982,3000,Diversified,Carlos Hank Rhon,75,Mexico,M,Banking,U
982,3000,Manufacturing,Susan Carol Holland,66,Italy,F,Hearing aids,D
982,3000,Real Estate,Hui Ka Yan,64,China,M,Real estate,D
982,3000,Manufacturing,Vivek Jain,67,India,M,Chemicals,U
982,3000,Fashion & Retail,Friedrich Knapp,71,Germany,M,Fashion retail,D
982,3000,Healthcare,Egor Kulkov,51,Switzerland,M,Pharmaceuticals,U
982,3000,Fashion & Retail,Lin Ming-hsiung,73,Taiwan,M,Supermarkets,D
982,3000,Technology,Lin Xiucheng & family,67,China,M,Electronics,D
982,3000,Food & Beverage,Harsh Mariwala,71,India,M,Consumer goods,D
982,3000,Healthcare,Gilles Martin,59,France,M,Laboratory services,D
982,3000,Healthcare,Maja Oeri,68,Switzerland,F,Pharmaceuticals,D
982,3000,Finance & Investments,John Paulson,67,United States,M,Hedge funds,D
982,3000,Healthcare,Ajay Piramal,67,India,M,Pharmaceuticals,D
982,3000,Fashion & Retail,Guanghe Qiu & family,71,China,M,Fashion retail,D
982,3000,Fashion & Retail,Stephen Rubin,86,United Kingdom,M,Sports apparel,R
982,3000,Food & Beverage,Robert Sands,64,United States,M,Liquor,Split Family Fortune
982,3000,Real Estate,Erik Selin,55,Sweden,M,Real estate,D
982,3000,Food & Beverage,Yonghong Shi & family,54,China,M,Restaurants,D
982,3000,Manufacturing,Martua Sitorus,63,Singapore,M,Palm oil,U
982,3000,Diversified,Guangxin Sun,60,China,M,Diversified,U
982,3000,Diversified,Sukanto Tanoto,73,Singapore,M,Diversified,U
982,3000,Service,Sunny Varkey,65,United Arab Emirates,M,Education,U
982,3000,Media & Entertainment,Gang Ye,42,Singapore,M,Gaming,D
982,3000,Healthcare,Ye Xiaoping,60,China,M,Pharmaceuticals,U
982,3000,Finance & Investments,Lei Zhang,50,Hong Kong,M,Investments,E
982,3000,Manufacturing,Zhu Gongshan & family,65,China,M,Solar panel materials,D
1027,2900,Fashion & Retail,Isak Andic & family,69,Spain,M,Fashion retail,U
1027,2900,Automotive,Alberto Bombassei,82,Italy,M,Automotive brakes,U
1027,2900,Healthcare,Cao Longxiang & family,65,China,M,Pharmaceuticals,E
1027,2900,Real Estate,"Roy Carroll, II.",60,United States,M,Real estate,N
1027,2900,Telecom,John Caudwell,70,United Kingdom,M,Mobile phones,D
1027,2900,Technology,James Clark,79,United States,M,"Netscape, investments",D
1027,2900,Fashion & Retail,Jacques D'Amours,66,Canada,M,Convenience stores,U
1027,2900,Fashion & Retail,John Paul DeJoria,78,United States,M,"Hair products, tequila",U
1027,2900,Sports,Bernard Ecclestone & family,92,United Kingdom,M,Formula One,D
1027,2900,Technology,Michael Federmann & family,79,Israel,M,"Defense, hotels",D
1027,2900,Media & Entertainment,Kenneth Feld & family,74,United States,M,Live entertainment,U
1027,2900,Manufacturing,Gu Yuhua & family,73,China,M,Furniture,D
1027,2900,Construction & Engineering,Otto Happel,75,Switzerland,M,Engineering,D
1027,2900,Healthcare,Gudrun Heine,68,Germany,F,Medical devices,D
1027,2900,Real Estate,Donald Horton & family,73,United States,M,Homebuilding,U
1027,2900,Real Estate,Zarakh Iliev,56,Russia,M,Real estate,U
1027,2900,Diversified,Ipek Kirac,38,Turkey,F,Diversified,U
1027,2900,Technology,Lee Seo-hyun,49,South Korea,F,Samsung,D
1027,2900,Healthcare,Li Jianquan & family,66,China,M,Consumer products,D
1027,2900,Healthcare,Li Li,57,China,M,Healthcare,U
1027,2900,Manufacturing,Li Xiaohua & family,61,China,M,Packaging,D
1027,2900,Manufacturing,Liu Xiaodong,55,China,M,Flavorings,U
1027,2900,Technology,Martin Lorentzon,54,Sweden,M,Spotify,E
1027,2900,Energy,Ronald McAulay,87,Hong Kong,M,Energy,D
1027,2900,Fashion & Retail,Erwin Franz Mueller,90,Germany,M,Drugstores,U
1027,2900,Technology,Georg Nemetschek & family,89,Germany,M,Software,D
1027,2900,Real Estate,God Nisanov,50,Russia,M,Real estate,U
1027,2900,Real Estate,Vikas Oberoi,52,India,M,Real estate,D
1027,2900,Energy,Gregorio Perez Companc & family,87,Argentina,M,Oil & gas,U
1027,2900,Finance & Investments,Sebastian Piñera & family,73,Chile,M,Investments,U
1027,2900,Automotive,Arvind Poddar,65,India,M,Tires,D
1027,2900,Healthcare,Alexey Repik,43,Russia,M,Pharmaceuticals,U
1027,2900,Media & Entertainment,Haim Saban,78,United States,M,"TV network, investments",D
1027,2900,Food & Beverage,Rodney Sacks,73,United States,M,Energy drinks,U
1027,2900,Finance & Investments,Karthik Sarma,48,United States,M,Hedge fund,D
1027,2900,Healthcare,Sybill Storz,85,Germany,F,Medical devices,D
1027,2900,Finance & Investments,Daniel Sundheim,46,United States,M,Hedge funds,D
1027,2900,Food & Beverage,"William Wrigley, Jr.",59,United States,M,Chewing gum,D
1027,2900,Fashion & Retail,Zhang Wenzhong,61,China,M,Supermarkets,D
1027,2900,Fashion & Retail,Zhou Jianping,62,China,M,Fashion retail,E
1067,2800,Fashion & Retail,Joy Alukkas,66,India,M,Jewelry,U
1067,2800,Healthcare,Kang An,74,China,M,Pharmaceuticals,D
1067,2800,Technology,Garrett Camp,44,United States,M,Uber,E
1067,2800,Gambling & Casinos,Chen Lip Keong,75,Cambodia,M,"Casinos, property, energy",U
1067,2800,Real Estate,Choo Chong Ngen,69,Singapore,M,Hotels,U
1067,2800,Automotive,Euisun Chung,52,South Korea,M,Hyundai,D
1067,2800,Diversified,Smita Crishna-Godrej,72,India,F,Consumer goods,U
1067,2800,Fashion & Retail,Eleanor Butt Crook & family,90,United States,F,Supermarkets,N
1067,2800,Manufacturing,Du Jiangtao & family,53,China,M,Chemicals,D
1067,2800,Sports,Lorenzo Fertitta,54,United States,M,"Casinos, mixed martial arts",U
1067,2800,Technology,Sebastian Glaser,,Germany,M,Sensor technology,U
1067,2800,Diversified,Adi Godrej,81,India,M,Consumer goods,U
1067,2800,Diversified,Jamshyd Godrej,74,India,M,Diversified,U
1067,2800,Real Estate,Lee Yeow Chor,56,Malaysia,M,"Palm oil, property",Split Family Fortune
1067,2800,Manufacturing,Li Weiguo,58,China,M,Construction materials,D
1067,2800,Manufacturing,Dmitry Mazepin,54,Russia,M,Chemicals,R
1067,2800,Fashion & Retail,"Drayton McLane, Jr.",86,United States,M,"Walmart, logistics",D
1067,2800,Telecom,Najib Mikati,67,Lebanon,M,Telecom,D
1067,2800,Telecom,Taha Mikati,78,Lebanon,M,Telecom,D
1067,2800,Real Estate,Akira Mori & family,86,Japan,M,Real estate,D
1067,2800,Diversified,Rishad Naoroji,71,India,M,Consumer goods,U
1067,2800,Diversified,Philip Niarchos,69,France,M,Art collection,E
1067,2800,Technology,Nandan Nilekani,67,India,M,Software services,D
1067,2800,Fashion & Retail,Benjamin Otto,,Germany,M,Retail,D
1067,2800,Diversified,Maren Otto,,Germany,F,"Retail, real estate",D
1067,2800,Service,Ranjan Pai,50,India,M,Education,U
1067,2800,Manufacturing,Madhukar Parekh,76,India,M,Adhesives,D
1067,2800,Technology,Sean Parker,43,United States,M,Facebook,E
1067,2800,Healthcare,Stewart Rahr,77,United States,M,Drug distribution,U
1067,2800,Media & Entertainment,Su Hua,41,China,M,Video streaming,D
1067,2800,Manufacturing,Sun Shoukuan,73,China,M,"Metals, coal",E
1067,2800,Manufacturing,Tseng Cheng,61,Taiwan,M,Petrochemicals,U
1067,2800,Logistics,Tung Chee Hwa,85,Hong Kong,M,Shipping,E
1067,2800,Technology,Meg Whitman,66,United States,F,EBay,D
1067,2800,Manufacturing,Wong Luen Hei,61,Hong Kong,M,Building materials,D
1067,2800,Healthcare,Chenghai Ye & family,79,Hong Kong,M,Pharmaceuticals,D
1067,2800,Manufacturing,Zhu Xingming,56,China,M,Electrical equipment,U
1104,2700,Finance & Investments,Jose Joao Abdalla Filho,77,Brazil,M,Investments,D
1104,2700,Finance & Investments,Juan Abello,81,Spain,M,Investments,D
1104,2700,Diversified,Suhail Bahwan,84,Oman,M,Diversified,U
1104,2700,Diversified,Madhur Bajaj,70,India,M,Diversified,Split Family Fortune
1104,2700,Diversified,Niraj Bajaj,68,India,M,Diversified,Split Family Fortune
1104,2700,Diversified,Shekhar Bajaj,74,India,M,Diversified,Split Family Fortune
1104,2700,Finance & Investments,Harindarpal Banga,72,Hong Kong,M,Commodities,U
1104,2700,Healthcare,Ulrike Baro,,Germany,F,Biopharmaceuticals,U
1104,2700,Healthcare,Anne Beaufour,59,United Kingdom,F,Pharmaceuticals,U
1104,2700,Healthcare,Henri Beaufour,57,United Kingdom,M,Pharmaceuticals,U
1104,2700,Manufacturing,Andrei Bokarev,56,Russia,M,"Metals, mining",U
1104,2700,Food & Beverage,Jack Cowin,80,Australia,M,Fast food,D
1104,2700,Finance & Investments,Glenn Dubin,65,United States,M,Hedge funds,U
1104,2700,Energy,N. Murray Edwards,63,United Kingdom,M,Oil & gas,D
1104,2700,Sports,"Frank Fertitta, III.",61,United States,M,"Casinos, mixed martial arts",U
1104,2700,Automotive,Abhay Firodia,78,India,M,Automobiles,D
1104,2700,Finance & Investments,Bruce Flatt,57,United Kingdom,M,Money management,D
1104,2700,Service,Miguel Fluxa Rossello,84,Spain,M,Hotels,D
1104,2700,Metals & Mining,Robert Friedland,72,Singapore,M,Mining,U
1104,2700,Metals & Mining,Alexander Frolov,58,Russia,M,"Mining, steel",U
1104,2700,Diversified,Nadir Godrej,72,India,M,Consumer goods,U
1104,2700,Service,Maggie Hardy,57,United States,F,Building materials,U
1104,2700,Finance & Investments,Nithin Kamath,43,India,M,Financial services,N
1104,2700,Construction & Engineering,Samvel Karapetyan,57,Russia,M,Real estate,U
1104,2700,Real Estate,Kei Hoi Pang,57,Hong Kong,M,Real estate,D
1104,2700,Diversified,Mustafa Rahmi Koc,92,Turkey,M,Diversified,U
1104,2700,Finance & Investments,Yuri Kovalchuk & family,71,Russia,M,"Banking, insurance, media",U
1104,2700,Real Estate,Geoffrey Kwok,37,Hong Kong,M,Real estate,D
1104,2700,Real Estate,Jonathan Kwok,31,Hong Kong,M,Real Estate,U
1104,2700,Manufacturing,Hans Langer,71,Germany,M,3D printing,U
1104,2700,Manufacturing,Frank Laukien,63,United States,M,Scientific equipment,U
1104,2700,Real Estate,Maritsa Lazari & family,78,United Kingdom,F,Real estate,D
1104,2700,Real Estate,Angela Leong,62,Hong Kong,F,Casinos,D
1104,2700,Technology,Li Zhongchu,59,China,M,Software,D
1104,2700,Food & Beverage,Liang Yunchao,54,China,M,Nutritional supplements,D
1104,2700,Sports,Vincent McMahon,77,United States,M,Entertainment,U
1104,2700,Metals & Mining,Patrice Motsepe,61,South Africa,M,Mining,D
1104,2700,Telecom,Denis O'Brien,64,Ireland,M,Telecom,D
1104,2700,Food & Beverage,Timm Oberwelland,,,M,Candy,Split Family Fortune
1104,2700,Diversified,Dan Olsson,76,Sweden,M,Diversified,E
1104,2700,Technology,Yuji Otsuka,69,Japan,M,"Copy machines, software",U
1104,2700,Fashion & Retail,Pan Dong,58,Hong Kong,F,Consumer goods,D
1104,2700,Diversified,Karsanbhai Patel,79,India,M,Consumer goods,D
1104,2700,Real Estate,Richard Peery,84,United States,M,Real estate,D
1104,2700,Metals & Mining,Gianfelice Rocca,75,,M,Pipe Manufacturing,Split Family Fortune
1104,2700,Metals & Mining,Paolo Rocca,70,,M,Pipe Manufacturing,Split Family Fortune
1104,2700,Healthcare,Wayne Rothbaum,55,United States,M,Biotech investing,N
1104,2700,Technology,Jeff Rothschild,68,United States,M,Facebook,D
1104,2700,Technology,Raj Sardana,63,United States,M,Technology services,N
1104,2700,Media & Entertainment,Christiane Schoeller,,,F,Publishing,U
1104,2700,Manufacturing,Salil Singhal,75,India,M,Agrochemicals,U
1104,2700,Logistics,Alexander Skorobogatko,55,Russia,M,"Real estate, airport",U
1104,2700,Technology,Evan Spiegel,32,United States,M,Snapchat,D
1104,2700,Service,Glen Taylor,81,United States,M,Printing,U
1104,2700,Media & Entertainment,Thomas Tull,52,United States,M,"Movies, investments",U
1104,2700,Metals & Mining,Bulat Utemuratov,65,Kazakhstan,M,"Mining, banking, hotels",D
1104,2700,Food & Beverage,Gustav Magnar Witzoe,29,Norway,M,Fish farming,D
1104,2700,Manufacturing,Wong Man Li,58,Hong Kong,M,Furniture,D
1104,2700,Healthcare,Guangming Wu,61,China,M,Medical equipment,D
1104,2700,Healthcare,Zhu Yi,59,China,M,Pharmaceuticals,N
1164,2600,Real Estate,Ben Ashkenazy,53,United States,M,Real estate,D
1164,2600,Finance & Investments,Felix Baker,54,United States,M,Biotech investing,D
1164,2600,Finance & Investments,Julian Baker,56,United States,M,Investing,D
1164,2600,Media & Entertainment,David Baszucki,60,United States,M,Online games,U
1164,2600,Food & Beverage,Joesley Batista,51,Brazil,M,Beef processing,D
1164,2600,Food & Beverage,Wesley Batista,50,Brazil,M,Beef packing,D
1164,2600,Media & Entertainment,Yvonne Bauer,46,Germany,F,"Magazines, media",D
1164,2600,Manufacturing,Miriam Baumann-Blocher,48,Switzerland,F,Chemicals,D
1164,2600,Healthcare,Cen Junda,58,China,M,Pharmaceuticals,U
1164,2600,Finance & Investments,Richard Chandler,64,Singapore,M,Investments,U
1164,2600,Manufacturing,Chen Zhiping,47,China,M,E-cigarettes,D
1164,2600,Service,Fernando Chico Pardo,71,Mexico,M,Airport management,U
1164,2600,Energy,Ray Davis,81,United States,M,Pipelines,U
1164,2600,Construction & Engineering,Maria Del Pino,67,Spain,F,Construction,U
1164,2600,Manufacturing,Deng Weiming & family,54,China,M,Battery components,D
1164,2600,Food & Beverage,"John Dorrance, III.",79,Ireland,M,Campbell Soup,D
1164,2600,Diversified,Carl Douglas,61,Sweden,M,Investments,D
1164,2600,Diversified,Eric Douglas,54,Sweden,M,Investments,D
1164,2600,Manufacturing,Fiona Geminder,58,Australia,F,Manufacturing,D
1164,2600,Finance & Investments,Stewart Horejsi & family,85,United States,M,Berkshire Hathaway,D
1164,2600,Healthcare,Hou Juncheng,58,China,M,Cosmetics,U
1164,2600,Construction & Engineering,Zhenda Huang & family,75,China,M,Construction,D
1164,2600,Service,Dmitry Kamenshchik,54,Russia,M,Airport,U
1164,2600,Finance & Investments,Alicia Koplowitz,69,Spain,F,"Construction, investments",D
1164,2600,Real Estate,Adam Kwok,40,Hong Kong,M,Real estate,U
1164,2600,Finance & Investments,Henry Laufer,77,United States,M,Hedge funds,U
1164,2600,Food & Beverage,Louis Le Duff,76,France,M,Bakeries,U
1164,2600,Technology,Mark Leonard & family,66,Canada,M,Software,U
1164,2600,Automotive,Li Guoqiang,59,China,M,Auto dealerships,D
1164,2600,Service,Li Yongxin,47,China,M,Education,D
1164,2600,Finance & Investments,Peter Lim,69,Singapore,M,Investments,U
1164,2600,Diversified,Lu Weiding,52,China,M,Diversified,D
1164,2600,Service,Sergio Mantegazza,95,Switzerland,M,Travel,D
1164,2600,Finance & Investments,Hans Melchers,84,Netherlands,M,"Chemicals, investments",D
1164,2600,Food & Beverage,C. Dean Metropoulos,76,United States,M,Investments,D
1164,2600,Manufacturing,Hans Georg Naeder,61,Germany,M,Prosthetics,E
1164,2600,Fashion & Retail,Falguni Nayar,60,India,F,Retailing,D
1164,2600,Finance & Investments,James Packer,55,United States,M,Investments,D
1164,2600,Logistics,Alexander Ponomarenko,58,Russia,M,"Real estate, airport",U
1164,2600,Finance & Investments,Nicholas Pritzker,79,United States,M,"Hotels, investments",D
1164,2600,Food & Beverage,Alejandro Santo Domingo,46,United States,M,Beer,E
1164,2600,Technology,Steven Sarowitz,57,United States,M,Payroll software,D
1164,2600,Automotive,Maria-Elisabeth Schaeffler-Thumann,81,Germany,F,Auto parts,U
1164,2600,Healthcare,Leonard Schleifer,70,United States,M,Pharmaceuticals,U
1164,2600,Manufacturing,Dieter Schnabel,77,Germany,M,Chemicals,U
1164,2600,Energy,Michael S. Smith,67,United States,M,Liquefied natural gas,U
1164,2600,Manufacturing,Julia Thiele-Schuerhoff,51,Germany,F,"Brakes, investments",D
1164,2600,Food & Beverage,John Tyson & family,69,United States,M,Food processing,D
1164,2600,Manufacturing,Anna Katharina Viessmann,,Germany,F,Heating and cooling equipment,D
1164,2600,Construction & Engineering,Jurgen Wirtgen,57,,M,Construction Vehicles,N
1164,2600,Construction & Engineering,Stefan Wirtgen,52,,M,Construction Vehicles,N
1164,2600,Technology,Zhao Lixin,57,China,M,Electronics,D
1164,2600,Technology,Hongyi Zhou,52,China,M,Security software,U
1217,2500,Food & Beverage,S. Daniel Abraham,98,United States,M,Slim-Fast,U
1217,2500,Fashion & Retail,Bill Alfond,74,United States,M,Shoes,D
1217,2500,Fashion & Retail,Susan Alfond,77,United States,F,Shoes,D
1217,2500,Fashion & Retail,Ted Alfond,78,United States,M,Shoes,D
1217,2500,Construction & Engineering,Riley Bechtel & family,71,United States,M,"Engineering, construction",D
1217,2500,Diversified,Thor Bjorgolfsson,56,United Kingdom,M,Investments,E
1217,2500,Food & Beverage,Charles Bronfman,91,United States,M,Liquor,E
1217,2500,Food & Beverage,Vivek Chand Burman,85,India,M,Consumer goods,D
1217,2500,Automotive,Herb Chambers,81,United States,M,Car dealerships,U
1217,2500,Media & Entertainment,Cheng Yixiao,39,China,M,Video streaming app,D
1217,2500,Food & Beverage,Andrew Cherng,75,United States,M,Fast food,Split Family Fortune
1217,2500,Food & Beverage,Peggy Cherng,75,United States,F,Fast food,Split Family Fortune
1217,2500,Finance & Investments,Leon G. Cooperman,79,United States,M,Hedge funds,E
1217,2500,Manufacturing,Yadu Hari Dalmia & family,75,India,M,Cement,U
1217,2500,Food & Beverage,Henry Davis,72,United States,M,Beef processing,U
1217,2500,Metals & Mining,Oleg Deripaska,55,Russia,M,"Aluminum, utilities",U
1217,2500,Technology,Sergey Dmitriev,57,Cyprus,M,Software,D
1217,2500,Finance & Investments,Joseph Edelman,67,United States,M,Hedge funds,D
1217,2500,Manufacturing,Sandeep Engineer,61,India,M,Plastic pipes,D
1217,2500,Energy,Alceu Elias Feldmann & family,73,Brazil,M,Fertilizer,D
1217,2500,Technology,Serge Godin,73,Canada,M,Information technology,U
1217,2500,Finance & Investments,Alec Gores,70,United States,M,Private equity,D
1217,2500,Fashion & Retail,Bill Haslam,64,United States,M,Gas stations,U
1217,2500,Finance & Investments,J. Tomilson Hill,74,United States,M,Investments,D
1217,2500,Media & Entertainment,Jay-Z,53,United States,M,Music,U
1217,2500,Automotive,Baba Kalyani,74,India,M,Engineering,E
